entity_id,canonical_key,preferred_name,language_group,variant_count,occurrence_count,all_variants_pipe,first_context,source_refs_sample,known_or_suggested_wikidata_qid,entity_type,status,privacy_review_required,batch2_note
ENT_0073D24114,سید نفیس علی شاہ کے تین صاحبزادے تھے حاجی سید حفیظ علی اور ان کے,سید نفیس علی شاہ کے تین صاحبزادے تھے: حاجی سید حفیظ علی اور ان کے,ur/ar,1,2,سید نفیس علی شاہ کے تین صاحبزادے تھے: حاجی سید حفیظ علی اور ان کے,سید نفیس علی شاہ کے تین صاحبزادے تھے: حاجی سید حفیظ علی اور ان کے چھوٹے بھائی سید محبت علی قیامِ پاکستان کے موقع پر ان تینوں بھائیوں نے اپنے اپنے اہلِ خانہ کے ہمراہ پاکستان کی جانب ہجرت کی، اور یوں یہ سلسلۂ نسب برصغیر کے تاریخی تناظر میں ایک نئی جغرافیائی سمت اختیار کر گیا سید ا...,SRC003 p.1 line 1647,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_E688641E4B,سید نفیس علی کی بہن، جنہیں پھوپھی اماں کے نام سے یاد کیا جاتا ہے،,سید نفیس علی کی بہن، جنہیں پھوپھی اماں کے نام سے یاد کیا جاتا ہے،,ur/ar,1,2,سید نفیس علی کی بہن، جنہیں پھوپھی اماں کے نام سے یاد کیا جاتا ہے،,سید نفیس علی شاہؒ بن سید عاشق علی شاہؒ دین اور محبتِ اہلِ بیتؑ کے راہرو سید نفیس علی، جنہوں نے اپنے آباؤ اجداد کے روحانی ورثے کو نہایت اخلاص کے ساتھ آگے بڑھایا، فیروز آباد میں پیدا ہوئے ان کے والد، سید عاشق علی، اہلِ بیتؑ کی محبت اور بارہ آئمہؑ کی عقیدت کے قائل و عامل تھے، اور اس...,SRC003 p.1 line 1677,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_4DCAC8799F,سید نفیس علی کی حیات مختصر مگر باوقار تھی بدقسمتی سے، فرقہ واریت کی بنیاد,سید نفیس علی کی حیات مختصر مگر باوقار تھی بدقسمتی سے، فرقہ واریت کی بنیاد,ur/ar,1,2,سید نفیس علی کی حیات مختصر مگر باوقار تھی بدقسمتی سے، فرقہ واریت کی بنیاد,سید نفیس علی شاہؒ بن سید عاشق علی شاہؒ دین اور محبتِ اہلِ بیتؑ کے راہرو سید نفیس علی، جنہوں نے اپنے آباؤ اجداد کے روحانی ورثے کو نہایت اخلاص کے ساتھ آگے بڑھایا، فیروز آباد میں پیدا ہوئے ان کے والد، سید عاشق علی، اہلِ بیتؑ کی محبت اور بارہ آئمہؑ کی عقیدت کے قائل و عامل تھے، اور اس...,SRC003 p.1 line 1677,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_29EB2A77E3,سید نفیس علی کی وفات کی وجہ سے، یہ ورثہ مکمل طور پر اگلی نسل,سید نفیس علی کی وفات کی وجہ سے، یہ ورثہ مکمل طور پر اگلی نسل,ur/ar,1,2,سید نفیس علی کی وفات کی وجہ سے، یہ ورثہ مکمل طور پر اگلی نسل,خاص طور پر، سید نفیس علی کی وفات کی وجہ سے، یہ ورثہ مکمل طور پر اگلی نسل تک نہیں پہنچ پایا بعد ازاں، سید محبت علی اور سید حفیظ علی نے فیروز آباد سے آگرہ ہجرت کی، اور پھر تقسیم ہند کے موقع پر ایک اور ہجرت وقوع پذیر ہوئی یہی وہ دور تھا جب تاریخی دستاویزات، مسودے، اور دیگر بیش قیمت ...,SRC003 p.1 line 1859,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_504A9D4A6E,سید نفیس علی کی وفات کے ذکر میں ان کا کويی تذکرہ نہیں ملتا، کچھ,سید نفیس علی کی وفات کے ذکر میں ان کا کوئی تذکرہ نہیں ملتا، کچھ,ur/ar,1,2,سید نفیس علی کی وفات کے ذکر میں ان کا کوئی تذکرہ نہیں ملتا، کچھ,راتوں رات وہ بھتیجوں کو فیروز آباد سے لے کر آگرہ فرار ہوئیں آگرہ پہنچنے پر ان کے پاس نہ ٹھہرنے کا کوئی مناسب ٹھکانہ تھا، نہ کوئی ذریعۂ روزگار ابتدا میں وہ آگرہ کی ایک مشہور درگاہ کے احاطے میں مقیم رہے، جہاں وہ محفوظ بھی تھے اور روحانی سہارا بھی موجود تھا سید امجد علی بن سید نفیس...,SRC003 p.1 line 1678,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_BF454005ED,سید نفیس علی کی وہ بہن بھی پاکستان ايیں تھی اپنے بھتیجوں اور شوہر کے,سید نفیس علی کی وہ بہن بھی پاکستان آئیں تھی اپنے بھتیجوں اور شوہر کے,ur/ar,1,2,سید نفیس علی کی وہ بہن بھی پاکستان آئیں تھی اپنے بھتیجوں اور شوہر کے,مگر بیس23 میں سندھ کے ایک خاندان سے یہ معلومات حاصل ہوئی کہ سید نفیس علی کی وہ بہن بھی پاکستان آئیں تھی اپنے بھتیجوں اور شوہر کے ساتھ، اور ان کے شوہر اہلِ تصوف سے تعلق رکھتے تھے ممکنہ طور پر بخاری سید تھے ان کی صرف ایک اولاد، بیٹی تھی، اور وہ لوگ تقسیمِ ہند کے موقع پر راولپنڈی می...,SRC003 p.1 line 1687,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_BF531F729C,سید نفیس علی کے انتقال کے بعد، ان کے دونوں کمسن بیٹوں، سید حفیظ علی,سید نفیس علی کے انتقال کے بعد، ان کے دونوں کمسن بیٹوں، سید حفیظ علی,ur/ar,1,2,سید نفیس علی کے انتقال کے بعد، ان کے دونوں کمسن بیٹوں، سید حفیظ علی,سید حفیظ علی بن سید نفیس علیؒ اور سید محبت علی بن سید نفیس علیؒ فیروز آباد سے آگرہ ہجرت رشتہ داروں کی سرپرستی سید نفیس علی کے انتقال کے بعد، ان کے دونوں کمسن بیٹوں، سید حفیظ علی اور سید محبت علی، کو ان کے رشتہ داروں نے اپنی سرپرستی میں لے لیا، اگرچہ فیروز آباد میں ان کی وراثتی جا...,SRC003 p.1 line 1679,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_E88A4056CB,سید نفیس علی کے لیےایک چراغ راہ ہے جنہوں نے اپنی دینی، نسبی اور روحانی,سید نفیس علی کے لیےایک چراغِ راہ ہے جنہوں نے اپنی دینی، نسبی اور روحانی,ur/ar,1,2,سید نفیس علی کے لیےایک چراغِ راہ ہے جنہوں نے اپنی دینی، نسبی اور روحانی,یہ کتاب اُن نسلوں کے لیے خاص طور پر نسلِ سید نفیس علی کے لیےایک چراغِ راہ ہے جنہوں نے اپنی دینی، نسبی اور روحانی جڑوں کو بھلا دیا، جو مہاجر نسلوں کی طرح نئی زمین پر نئے مقام کے طلبگار تھے، جن کی تاریخ درباری کاغذوں، فقہی اختلافات، اور سیاسی جبر کے بوجھ تلے دب چکی تھی اور جو یہ جا...,SRC003 p.1 line 7,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_F526C3343A,سید نفیس علی، اور ایک بیٹی سیدہ، جنہیں نسل میں,سید نفیس علی، اور ایک بیٹی سیدہ، جنہیں نسل میں,ur/ar,1,2,سید نفیس علی، اور ایک بیٹی سیدہ، جنہیں نسل میں,یدہ زکیہ زیدی، سیدہ آمنہ بخاری، اور تیسری کا نام معلوم نہیں ، اسکے باوجود خواتین کے ناموں پر اختلاف ہے مگر آپ کی اولاد صرف دو ہی ثابت ہیں ایک بیٹا سید نفیس علی، اور ایک بیٹی سیدہ، جنہیں نسل میں 'پھوپھی اماں' کے لقب سے یاد کیا جاتا ہے، ان کی زندگی سادگی اور وقار کا نمونہ تھی، اور ...,SRC003 p.1 line 1676,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_EECFD27C2A,سید نفیس علی، جنہوں نے اپنے اباو اجداد کے روحانی ورثے کو نہایت اخلاص کے,سید نفیس علی، جنہوں نے اپنے آباؤ اجداد کے روحانی ورثے کو نہایت اخلاص کے,ur/ar,1,2,سید نفیس علی، جنہوں نے اپنے آباؤ اجداد کے روحانی ورثے کو نہایت اخلاص کے,سید نفیس علی شاہؒ بن سید عاشق علی شاہؒ دین اور محبتِ اہلِ بیتؑ کے راہرو سید نفیس علی، جنہوں نے اپنے آباؤ اجداد کے روحانی ورثے کو نہایت اخلاص کے ساتھ آگے بڑھایا، فیروز آباد میں پیدا ہوئے ان کے والد، سید عاشق علی، اہلِ بیتؑ کی محبت اور بارہ آئمہؑ کی عقیدت کے قائل و عامل تھے، اور اس...,SRC003 p.1 line 1677,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_354F96E1A1,سید نوشاد علی نقوی البخاری،,سید نوشاد علی نقوی البخاری،,ur/ar,1,2,سید نوشاد علی نقوی البخاری،,1) سید محسن علی نقوی البخاری، 2) سید نوشاد علی نقوی البخاری، 3) سید قمر علی نقوی البخاری، 4) سید مظہر علی نقوی البخاری، 5) سید عرفان علی نقوی البخاری، 6) سید علی نقوی البخاری ان سب نے ابتدا میں جوتوں کے کام کو ہی بطور کارخانہ ذریعہ معاش بنایا، بعد میں اپنی تعلیم اور ہنر کے مطابق ...,SRC003 p.1 line 1765,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_AB86634866,سید نیاز علی ایک ریٹايرڈ سرکاری ملازم ہیں اور ریٹايرمنٹ کے بعد ایک نجی کمپنی,سید نیاز علی ایک ریٹائرڈ سرکاری ملازم ہیں اور ریٹائرمنٹ کے بعد ایک نجی کمپنی,ur/ar,1,2,سید نیاز علی ایک ریٹائرڈ سرکاری ملازم ہیں اور ریٹائرمنٹ کے بعد ایک نجی کمپنی,پیشہ ورانہ زندگی سید نیاز علی ایک ریٹائرڈ سرکاری ملازم ہیں اور ریٹائرمنٹ کے بعد ایک نجی کمپنی میں بطور مینیجر خدمات انجام ہیں ان کی عملی زندگی زیادہ تر پیشہ ورانہ مصروفیات کے گرد گھومتی ہے اور وہ دینی معاملات کو بطور پیشہ نہیں اپناتے۔,SRC003 p.1 line 1850,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_5BA4287C94,سید نیاز علی بن سید محبت علی دینی وراثت اور عملی زندگی سید نیاز علی,سید نیاز علی بن سید محبت علی دینی وراثت اور عملی زندگی سید نیاز علی,ur/ar,1,2,سید نیاز علی بن سید محبت علی دینی وراثت اور عملی زندگی سید نیاز علی,سید نیاز علی بن سید محبت علی دینی وراثت اور عملی زندگی سید نیاز علی بن سید محبت علی کو دینی تعلیمات اور روحانی علم سے وابستہ سمجھا جاتا ہے ان سے بعض تعلیمات روایت کی جاتی ہیں، جو ان کی روحانی وابستگی کو ظاہر کرتی ہیں تاہم، وہ اس شعبے میں کسی شہرت یا خاص مقام کے حامل نہیں ہیں، کیو...,SRC003 p.1 line 1848,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_99D0469A69,سید نیاز علی بن سید محبت علی نے پرانی دستاویزات کو خود بھی پڑھا تھا،,سید نیاز علی بن سید محبت علی نے پرانی دستاویزات کو خود بھی پڑھا تھا،,ur/ar,1,2,سید نیاز علی بن سید محبت علی نے پرانی دستاویزات کو خود بھی پڑھا تھا،,قات ہوئی تھی، جبکہ خادم الفقرا ء و المساکین مخدوم حامد محمد نوبہار خامس المعروف مخدوم سید سلطان جہانیاں نقوی بخاری سجادہ نشین دربار عالیہ جلالیہ اوچ شریف صاحب بھی سید محبت علی کی اولاد و نسل کو بخوبی پہچانتے ہیں اور ان کی تاریخ سے بھی واقف ہیں مزید معلومات معتبر شیعہ اثنا عشری ذر...,SRC003 p.1 line 1834,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_FFA5EEF42C,سید نیاز علی بن سید محبت علی کی تین بیٹیاں ہیں خاندان کراچی میں اباد,سید نیاز علی بن سید محبت علی کی تین بیٹیاں ہیں خاندان کراچی میں آباد,ur/ar,1,2,سید نیاز علی بن سید محبت علی کی تین بیٹیاں ہیں خاندان کراچی میں آباد,● سید نیاز علی بن سید محبت علی کی تین بیٹیاں ہیں خاندان کراچی میں آباد ہے۔,SRC003 p.1 line 1750,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_97BE321A46,سید نیاز علی میں پايی گيی، تاہم سید نیاز علی کی تعلیم تصوف کے زیر,سید نیاز علی میں پائی گئی، تاہم سید نیاز علی کی تعلیم تصوف کے زیرِ,ur/ar,1,2,سید نیاز علی میں پائی گئی، تاہم سید نیاز علی کی تعلیم تصوف کے زیرِ,فقہی شناخت اور خاموشی آپ نے اپنے اور والد اور تایا کے آبائی فقہ کو بڑی حد تک چھپانے کی کوشش کی آپ نہیں چاہتے تھے کہ آپ کی اولاد یا آپ کے بھائیوں کی نسل کو اس تبدیلی کا علم ہو آپ نے اپنی بریلوی سنی شناخت کو قائم کرنے کی غرض سے تاریخی تحریر کو روک دیا اگر کسی نے بہت اصرار کیا تو آپ...,SRC003 p.1 line 1775,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_EB08987F54,سید نیاز علی نسبی اور روحانی معاملات میں واقفیت رکھتے وہ عام زندگی بسر کرتے,سید نیاز علی نسبی اور روحانی معاملات میں واقفیت رکھتے وہ عام زندگی بسر کرتے,ur/ar,1,2,سید نیاز علی نسبی اور روحانی معاملات میں واقفیت رکھتے وہ عام زندگی بسر کرتے,روحانی اور نسبی پس منظر سید نیاز علی نسبی اور روحانی معاملات میں واقفیت رکھتے وہ عام زندگی بسر کرتے لیکن اپنے پیر و مرشد سے جُڑے رہ کر کچھ حکمت و علم سیکھ چکے ہیں۔,SRC003 p.1 line 1849,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_B90888A9D6,سید نیاز علی نے ماسٹرز کیا اور ایک سرکاری ملازمت اختیار کی، سید قمر علی,سید نیاز علی نے ماسٹرز کیا اور ایک سرکاری ملازمت اختیار کی، سید قمر علی,ur/ar,1,2,سید نیاز علی نے ماسٹرز کیا اور ایک سرکاری ملازمت اختیار کی، سید قمر علی,خاندان کی محنت اور تعلیمی خلا اسی دوران، غربت کا ماحول بھی قائم رہا آپ کے بھائیوں نے اپنی اپنی گھریلو ذمہ داریاں سنبھالیں آپ کے بڑے بیٹے سید قدیر علی نے بھی اپنے کنبے کی ذمہ داری اٹھائی دوسرے بیٹے سید امیر علی بھائی کے شانہ بشانہ رہے چچاؤں کے مشورے پر عمل کرتے، محنت کرتے، آپ کے م...,SRC003 p.1 line 1771,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_C596234C61,سید نیاز علی کو بتایا کہ ہمارے لوگ یہاں اباد ہیں جن کا علم ان,سید نیاز علی کو بتایا کہ ہمارے لوگ یہاں آباد ہیں جن کا علم ان,ur/ar,1,2,سید نیاز علی کو بتایا کہ ہمارے لوگ یہاں آباد ہیں جن کا علم ان,1990 کے قریب شجرہ نسب کا ایک حصہ چوری ہو گیا جو کہ سب سے قدیم نسخہ تھا، مگر اس کی چند عربی و فارسی کی تحریریں اور دیگر نقلیں جو اردو میں منتقل ہو چکی تھیں وہ باقی رہیں لیکن سید محبت علی نے 1947 وقت ہجرت ہی اپنے مشاجرات اُوچ شریف میں جمع کروا دیے تھے، جب آپ علاج کے سلسلے میں لاہور...,SRC003 p.1 line 1601,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_3A0FC4410B,سید نیاز علی کے علاوہ، سید محبت علی کے بڑے بیٹے سید امید علی کے,سید نیاز علی کے علاوہ، سید محبت علی کے بڑے بیٹے سید امید علی کے,ur/ar,1,2,سید نیاز علی کے علاوہ، سید محبت علی کے بڑے بیٹے سید امید علی کے,سید محبت علی کی نسل میں دینی تعلیم کا تسلسل سید محبت علی کی نسل میں سید نیاز علی کے علاوہ، سید محبت علی کے بڑے بیٹے سید امید علی کے بیٹے سید قدیر علی نقوی نے اپنی اولاد کو اچھی دینی اور دنیاوی تعلیم سے آراستہ کیا خاص طور پر، سید قدیر علی نے اپنے دوسرے بیٹے، سید شاہ زین علی نقوی ک...,SRC003 p.1 line 1851,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_2BB1244309,سید نیاز علی، سید اعجاز علی، سیدہ روبینہ، اور سید جاوید علی۔,سید نیاز علی، سید اعجاز علی، سیدہ روبینہ، اور سید جاوید علی۔,ur/ar,1,2,سید نیاز علی، سید اعجاز علی، سیدہ روبینہ، اور سید جاوید علی۔,جبکہ سیدہ مُنّی خاتون کے بطن سے جو اولاد ہوئی، وہ یہ ہیں: سیدہ امینہ، سید شباب علی، سید نیاز علی، سید اعجاز علی، سیدہ روبینہ، اور سید جاوید علی۔,SRC003 p.1 line 1734,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_CC9F94F602,سید وجاہت علی نقوی، سید حاشر علی نقوی اور سید حارس علی نقوی ہیں یہ,سید وجاہت علی نقوی، سید حاشر علی نقوی اور سید حارس علی نقوی ہیں یہ,ur/ar,1,2,سید وجاہت علی نقوی، سید حاشر علی نقوی اور سید حارس علی نقوی ہیں یہ,● سید جاوید علی بن سید محبت علی کے تین بیٹے اور ایک بیٹی ہیں بیٹے سید وجاہت علی نقوی، سید حاشر علی نقوی اور سید حارس علی نقوی ہیں یہ خاندان کراچی میں آباد ہے۔,SRC003 p.1 line 1751,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_4FFBDE5B71,سید وزیر علی شاہ اور سید سردار علی شاہ کی نسلیں بھی الگ الگ شاخوں,سید وزیر علی شاہ اور سید سردار علی شاہ کی نسلیں بھی الگ الگ شاخوں,ur/ar,1,2,سید وزیر علی شاہ اور سید سردار علی شاہ کی نسلیں بھی الگ الگ شاخوں,اس کے برعکس، سید امیر علی شاہؒ کے بعد خاندان کی تاریخ، شجرہ اور روایات زیادہ واضح اور مربوط صورت میں سامنے آتی ہیں، اسی لیے انہیں آلِ امیر کی تاریخ میں ایک مرکزی اور فیصلہ کن مقام حاصل ہے، جبکہ ان کے بھائی ضامن شاہؒ، سید وزیر علی شاہؒ اور سید سردار علی شاہؒ کی نسلیں بھی الگ الگ ش...,SRC003 p.1 line 1589,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_5B3D651F44,سید پلوان شاہ کرم ایجنسی ، غازی بابا وڈپگہ شریف، پشاور سلسلہ روحانیت اپ سلسلہ,سید پَلوان شاہ (کرم ایجنسی) ، غازی بابا (وڈپگہ شریف، پشاور) سلسلہ روحانیت آپ سلسلہ,ur/ar,1,2,سید پَلوان شاہ (کرم ایجنسی) ، غازی بابا (وڈپگہ شریف، پشاور) سلسلہ روحانیت آپ سلسلہ,سیدہ فاطمہ حبیبہ سعیدہ (دوسری بیٹی بدرالدین بھاکری): بیٹے: سید احمد کبیر (والدِ مخدوم جہانیاں جہاں گشت) اہم خلفاء اور اولیاء سلسلہ مخدوم جہانیاں جہاں گشتؒ، ابو محمد عبداللہ (برہان الدین قطبِ عالم) ؒ، شاہِ عالم گجراتی ؒ، بہاؤالدین محمد معصوم ؒ، صدرالدین محمد غوث ؒ، بابا شاہ جمال (...,SRC003 p.1 line 1206,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_13E6309522,سید چلبی حسن اور ان کی نسل کے ذریعے جاری رہا۔,سید چلبی حسن اور ان کی نسل کے ذریعے جاری رہا۔,ur/ar,1,2,سید چلبی حسن اور ان کی نسل کے ذریعے جاری رہا۔,ان کے روحانی فیضان کا تسلسل ان کے صاحبزادے سید چلبی حسن اور ان کی نسل کے ذریعے جاری رہا۔,SRC003 p.1 line 1480,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_EC1F9CC512,سید چلبی حسن رحمۃ اللہ علیہ اپ کے فرزند اور خلیفہ، جنہوں نے حضرت سید,سید چلبی حسن رحمۃ اللہ علیہ آپ کے فرزند اور خلیفہ، جنہوں نے حضرت سید,ur/ar,1,2,سید چلبی حسن رحمۃ اللہ علیہ آپ کے فرزند اور خلیفہ، جنہوں نے حضرت سید,اولاد آپ کے صاحبزادے کا تاریخی طور پر ذکر محفوظ ہے: سید چلبی حسن رحمۃ اللہ علیہ آپ کے فرزند اور خلیفہ، جنہوں نے حضرت سید جلال الدین (ابنِ مخدوم جہانیاں) سے تعلیم حاصل کی۔,SRC003 p.1 line 1473,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_E0B8259F78,سید کاظم رشتی سید کاظم رشتی سید کاظم بن قاسم رشتی ، تیرہویں صدی ہجری کے,سید کاظم رشتی سید کاظم رشتی (سید کاظم بن قاسم رشتی)، تیرہویں صدی ہجری کے,ur/ar,1,2,سید کاظم رشتی سید کاظم رشتی (سید کاظم بن قاسم رشتی)، تیرہویں صدی ہجری کے,سید کاظم رشتیؒ سید کاظم رشتیؒ (سید کاظم بن قاسم رشتی)، تیرہویں صدی ہجری کے معروف شیعہ عالم تھے۔,SRC003 p.1 line 1052,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_9A0EEB1743,سید کبیر شاہ بن سید شرف الدین شاہ بن سید شمس الدین شاہ بن سید,سید کبیر شاہ بن سید شرف الدین شاہ بن سید شمس الدین شاہ بن سید,ur/ar,1,2,سید کبیر شاہ بن سید شرف الدین شاہ بن سید شمس الدین شاہ بن سید,نَسب سید شاکر علی شاہؒ بن سید امیر علی شاہؒ سید حیدر شاہؒ بن سید قطب شاہؒ بن سید کبیر شاہؒ بن سید شرف الدین شاہؒ بن سید شمس الدین شاہؒ بن سید جہانگیر شاہؒ بن سید یار شاہ حیدرؒ بن سید شاہ نظامؒ بن سید زین العابدینؒ بن سید علم الدینؒ بن سید جلال الدین حیدرؒ بن سید صفی الدینؒ بن سید...,SRC003 p.1 line 1650,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_A855C56A68,سید کبیر شاہ بن سید شرف الدین شاہ سید کبیر شاہ کے صاحبزادگان میں سید,سید کبیر شاہ بن سید شرف الدین شاہ سید کبیر شاہ کے صاحبزادگان میں سید,ur/ar,1,2,سید کبیر شاہ بن سید شرف الدین شاہ سید کبیر شاہ کے صاحبزادگان میں سید,سید کبیر شاہؒ بن سید شرف الدین شاہؒ سید کبیر شاہؒ کے صاحبزادگان میں سید قمر الدین شاہؒ، سید علم الدین شاہؒ، سید بدر الدین شاہؒ، سید قطب شاہؒ اور سید رحمت شاہؒ شامل تھے۔,SRC003 p.1 line 1574,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_CFCF9A1707,سید کبیر شاہ بن سید یار شاہ حیدر سید کبیر شاہ کے صاحبزادے سید شاہ,سید کبیر شاہ بن سید یار شاہ حیدر سید کبیر شاہ کے صاحبزادے سید شاہ,ur/ar,1,2,سید کبیر شاہ بن سید یار شاہ حیدر سید کبیر شاہ کے صاحبزادے سید شاہ,سید کبیر شاہؒ بن سید یار شاہ حیدرؒ سید کبیر شاہؒ کے صاحبزادے سید شاہ چراغؒ تھے۔,SRC003 p.1 line 1565,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_BA61E6AFB9,سید کبیر شاہ تھے۔,سید کبیر شاہ تھے۔,ur/ar,1,2,سید کبیر شاہ تھے۔,سید شرف الدین شاہؒ بن سید شمس الدین شاہؒ سید شرف الدین شاہؒ کے صاحبزادے سید کبیر شاہؒ تھے۔,SRC003 p.1 line 1572,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_201C507E2B,سید کرم حسین بخاری اوچوی,سید کرم حسین بخاری اوچوی,ur/ar,1,2,سید کرم حسین بخاری اوچوی,"حضرت سید محمود نر ناصرالدین بخاری نقوی رحمۃ اللہ علیہ کی نسل آج بھی برصغیر، ایران، عراق، اور وسط ایشیا کے ساداتِ عظام میں شامل ہے، آپ کی ذات و نسل کو نقوی بخاری سے یاد کیا جاتا ہے اہم مآخذ بحر المطالب فی انساب آل ابی طالب (سید کرم حسین بخاری اوچوی), تذکرہ مخدوم جہانیاں جہاں گشت, ...",SRC003 p.1 line 1465,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_9A3156D905,سید کرم حسین بخاری اوچوی۔,سید کرم حسین بخاری اوچوی۔,ur/ar,1,2,سید کرم حسین بخاری اوچوی۔,"ماخذ و مراجع شجرہ نسب بخاریہ نقوی (اوچ شریف), تذکرہ مخدوم جہانیاں جہاں گشت, تذکرہ اولیائے جہانیاں, تصویر نساباتی دستاویزات (آپ کا نام بیٹوں میں شامل), موجود مشجرات, بحر المطالب فی انساب آل ابی طالب از سید کرم حسین بخاری اوچوی۔",SRC003 p.1 line 1488,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_FF5412C7E0,سید کمال الدین,سید کمال الدین,ur/ar,1,2,سید کمال الدین,"سید کمال الدین, 17.",SRC003 p.1 line 1451,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_570D6A8B3C,سید کو نقصان نہیں پہنچا سکتی اگر تم اس ازمايش پر پورے اتر جاو تو,سید کو نقصان نہیں پہنچا سکتی اگر تم اس آزمائش پر پورے اتر جاؤ تو,ur/ar,1,2,سید کو نقصان نہیں پہنچا سکتی اگر تم اس آزمائش پر پورے اتر جاؤ تو,یہ سن کر حاکمِ بخارا بولا :یہاں بہت سے لوگ اپنی شان بڑھانے کے لیے خود کو سید کہتے ہیں، حالانکہ وہ سید نہیں ہوتے سید اور غیر سید میں کوئی فرق تو ہونا چاہیے، اور سید کو پرکھنے کا کوئی پیمانہ بھی ضرور ہونا چاہیے محض زبانی دعویٰ کیسے دلیل بن سکتا ہے؟ اس پر بزرگوں نے فرمایا :تمہارے نز...,SRC003 p.1 line 1245,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
